Symbol,marketcap,country,sector,industry,description
KLRA,2292015616,United States,Healthcare,Biotechnology,"Kailera Therapeutics, Inc. operates as a clinical-stage biopharmaceutical company developing therapies for obesity and related conditions. The company develops clinical- and preclinical-stage therapies, with a product pipeline that includes injectable peptides, oral peptides, and oral small molecules. Key programs include KAI-9531, an injectable GLP-1/GIP receptor dual agonist; KAI-7535, an oral small molecule GLP-1 receptor agonist; and KAI-4729, an injectable GLP-1/GIP/glucagon receptor tri-agonist. Kailera Therapeutics holds exclusive rights for global development and commercialization of four metabolic disease assets outside of Greater China, with therapies delivered through oral and injectable formulations. The company was founded in 2024 and is based in Waltham, Massachusetts."
OUST,2290715904,United States,Technology,Electronic Components,"Ouster, Inc. engages in the production and sale of lidar sensor kits for the automotive, industrial, robotics, and smart infrastructure industries in the Americas, the Asia-Pacific, Europe, the Middle East, and Africa. The company offers the Outer Sensor (OS) product line, including OSDome that provides a hemispheric field of view; OS0 for wide view; OS1, for mid-range view; and OS2 for long-range view. It also provides the DF series, a suite of short, mid, and long-range solid-state digital lidar sensors for advanced driver assistance systems (ADAS) and autonomous driving systems; Velodyne that offers surround-view lidar sensors comprising VLP-16, VLP-16 Lite, VLP-16 Hi-Res, VLP-32, and VLS-128; Ouster Gemini, a perception platform designed for smart infrastructure deployments; and BlueCity, a Gemini-powered solution for traffic operations, planning, and safety. In addition, the company offers ZED, a high-performance camera that provides 2D and 3D color data, as well as AI Compute. Further, it is developing solid-state digital flash sensors, a suite of short, mid, and long-range solid-state digital lidar sensors that provide uniform precision imaging without motion blur across an entire field of view. Ouster, Inc. was founded in 2015 and is headquartered in San Francisco, California."
RAMP,2289820416,United States,Technology,Software - Infrastructure,"LiveRamp Holdings, Inc., a technology company, operates a data collaboration platform in the United States, Europe, the Asia-Pacific, and internationally. The company operates LiveRamp Data Collaboration platform that enables an organization to unify customers and prospect data to build a single view of the customer in a way that protects consumer privacy. The company's platform supports various people-based marketing solutions, including data collaboration, activation, measurement and analytics, identity, and data marketplace. It sells its solutions to enterprise marketers, agencies, marketing technology providers, publishers, and data providers in various industry verticals, such as financial, insurance and investment services, retail, automotive, telecommunications, technology, consumer packaged goods, media, healthcare, travel and hospitality, entertainment, and non-profit. The company was formerly known as Acxiom Holdings, Inc. and changed its name to LiveRamp Holdings, Inc. in October 2018. LiveRamp Holdings, Inc. was incorporated in 2018 and is headquartered in San Francisco, California."
HTH,2287360256,United States,Financial Services,Financial Conglomerates,"Hilltop Holdings Inc. provides business and consumer banking services. The company operates through three segments: Banking, Broker-Dealer, and Mortgage Origination. The Banking segment offers savings, checking, interest-bearing checking, and money market accounts; certificates of deposit; lines and letters of credit, home improvement and equity loans, loans for purchasing and carrying securities, term, agricultural and commercial real estate, equipment loans, and other lending products; and mortgage, commercial and industrial loans, and term and construction finance. It provides treasury management, asset management, check cards, safe deposit boxes, online banking, bill pay, and overdraft privilege services; and estate planning, management and administration, investment portfolio management, employee benefit accounts, and individual retirement accounts services, as well as automated teller machines. The Broker-Dealer segment offers public finance services that assist public entities in originating, syndicating, and distributing securities of municipalities and political subdivisions; specialized advisory and investment banking services; advice and guidance to arbitrage rebate compliance, portfolio management, and local government investment pool administration; advisory services and products for derivatives and commodities; agricultural insurance; and sells, trades in, and underwrites U.S. government and government agency bonds, corporate bonds, and municipal bonds; mortgage-backed, asset-backed, and commercial mortgage-backed securities and structured products; and provides asset and liability management advisory, clearing, retail, and securities lending services. The Mortgage Origination segment offers fixed and adjustable rate mortgages, jumbo, new construction, Federal Housing Administration, Veterans Affairs, and United States Department of Agriculture loans. Hilltop Holdings Inc. was incorporated in 1998 and is headquartered in Dallas, Texas."
CBZ,2287045376,United States,Industrials,Specialty Business Services,"CBIZ, Inc. provides financial, insurance, and advisory services in the United States and Canada. It operates through Financial Services, Benefits and Insurance Services, and National Practices segments. The Financial Services segment offers accounting and tax, financial advisory, national technology, and government healthcare consulting services. The Benefits and Insurance Services segment provides employee benefits consulting, payroll/human capital management, property and casualty insurance, and retirement and investment services. The National Practices segment offers information technology managed networking and hardware services. The company primarily serves small and medium-sized businesses, as well as individuals, governmental entities, and not-for-profit enterprises. CBIZ, Inc. was incorporated in 1987 and is headquartered in Independence, Ohio."
6060.HK,2285977956,China,Financial Services,Insurance - Property & Casualty,"ZhongAn Online P & C Insurance Co., Ltd., an Internet-based Insurtech company, provides internet insurance and insurance information technology services in the People's Republic of China. It operates through Insurance, Technology, Banking, and Others segments. The company offers critical illness, health, and outpatient and emergency insurance; e-commerce insurance; travel accident, and flight or hotel cancellation insurance; motor insurance; cargo and shipping return insurance; credit and bond insurance; pet, pet food safety, pet transport protection, pet anesthesia accident, pet critical illness insurance, pet third-party liability, pet death compensation, and employee accident insurance for the pet industry; liability insurance; and drone and household property insurance solutions. It also offers IT related business, international IT consulting; banking services; and online life insurance services, insurance brokerage, and medical services. In addition, the company offers technology development and consulting, asset management, IT consulting, Internet hospital, pharmacy, technology training, and Fintech services. ZhongAn Online P & C Insurance Co., Ltd. was incorporated in 2013 and is headquartered in Shanghai, China."
TATAELXSI.NS,2282871734,India,Technology,Software - Application,"Tata Elxsi Limited provides product design and engineering, systems integration, and support services in India, the United States, Europe, and Internationally. The company operates through two segments, Systems Integration and Support, and Software Development and Services. It offers iCX, a SaaS-based solution for automating, monitoring, and managing CPEs; and AIVA, an AI-based video analytics platform that automates video tagging, object detection, content indexing, and metadata generation. It also provides QoEtient, a platform for video streaming services; TEPlay, an OTT/IPTV platform; Neuron, an autonomous network platform for telco operators; and uLike, a platform for AI-powered content recommendation engine. In addition, it offers TETHER, a cloud-based platform for vehicle connectivity; eMobility HILS, a scalable solution for validating electric vehicle systems; Robo-Taxi, a platform for autonomous ride-hailing; AVENIR, a platform for real-time data processing, validation, and integration for software defined vehicles; AutonomAI, an AI-driven platform for self-driving capabilities; and MOBIUS+, a blockchain-powered solution. Further, it provides TEDREG, a regulatory intelligence platform for compliance management; Digital Health Platform, a customizable platform for remote patient monitoring, virtual consultations, and personalized health insights; TEngage, a digital health platform for patient engagement tools with customizable workflows, interactive communication channels, and performance tracking dashboards; TEDAX Big Data, an AI-driven analytics platform; and TEcare, a care management platform for multi-channel support and care plan customization. It serves automotive, broadcast and media, communications, off-highway equipment, healthcare and life sciences, appliances and consumer electronics, rail, semiconductor, and aerospace industries. The company was incorporated in 1989 and is headquartered in Bengaluru, India."
HCI,2282730752,United States,Financial Services,Insurance - Property & Casualty,"HCI Group, Inc., together with its subsidiaries, engages in the property and casualty insurance business in the United States. The company operates through Insurance Operations, Exzeo, Reciprocal Exchange Operations, and Real Estate segments. It provides homeowners' property and casualty insurance products; claim adjusting and processing services; turnkey insurance technology and operations solutions to property and casualty insurance carriers and its agents through the Exzeo platform; and SAMSTM, a web-based system designed to automate and streamline the process of managing insurance policies. The company also offers Harmony, a policy administration platform; ClaimColony, an end-to-end claims management platform; AtlasViewer, a mapping and data visualization platform. In addition, it is involved in reciprocal exchange operations; and developing and operating commercial properties for investment purposes. The company was formerly known as Homeowners Choice, Inc. and changed its name to HCI Group, Inc. in May 2013. HCI Group, Inc. was incorporated in 2006 and is headquartered in Tampa, Florida."
RAT.L,2281303380,United Kingdom,Financial Services,Asset Management,"Rathbones Group Plc, together with its subsidiaries, provides wealth management, asset management, and related services in the United Kingdom and Channel Islands. The company operates in two segments: Wealth Management and Asset Management. Its services include discretionary investment management; financial planning and advisory services comprising trust, tax, and legal services; international investment services; ethical and sustainable investments; and personal injury and court of protection services. The company also offers banking services, including currency and payment services, fixed interest term deposits, and loans. It serves individuals, families, financial advisers, professional intermediaries, entrepreneurs, private clients, charities, trustees, and professional partners. The company was formerly known as Rathbone Brothers Plc and changed its name to Rathbones Group Plc in December 2021. Rathbones Group Plc was founded in 1742 and is based in London, the United Kingdom."
CLOV,2275276288,United States,Healthcare,Healthcare Plans,"Clover Health Investments, Corp. provides medicare advantage plans in the United States. The company offers preferred provider organization and health maintenance organization plans to medicare-eligible individuals. It also operates Clover Assistant, a software platform for physicians to detect, identify, and manage chronic diseases. The company was founded in 2014 and is based in Wilmington, Delaware."
1961.T,2273261662,Japan,Industrials,Engineering & Construction,"Sanki Engineering Co., Ltd. provides various social infrastructure services in Japan and internationally. It provides facilities construction services in the areas of heating, ventilation, and air conditioning (HVAC), as well as plumbing services for buildings, which cover HVAC systems, water supply and drainage plumbing systems, disaster prevention systems, kitchen systems, district heating and cooling plants, and nuclear power related facilities. The company also provides facilities construction services in the areas of industrial HVAC systems, which cover semiconductor and flat panel display manufacturing systems; and manufacturing facilities for medical, pharmaceutical, and food products, as well as environmental control, and freezing and refrigeration. In addition, it provides services in the areas of electrical systems, telecommunications, and civil engineering services; smart building solutions comprising central monitoring and automated control systems, ICT systems, crisis management solutions, IP-phone systems, and security systems; and facility systems, which cover dealing room facilities for financial institutions, relocation projects, and business continuity management facilities. Further, the company provides services in the areas of machinery systems that include factory automation and clean conveyance, material handling, airport baggage and cargo handling, control and information, and standard conveyor systems; and environmental systems, including water supply/sewage treatment facilities, general and industrial waste treatment and recycling systems, and environmental facilities for industries, as well as plant facilities for the food, chemical, and other industries. Additionally, it leases land and buildings; and provides building maintenance and management services. Sanki Engineering Co., Ltd. was founded in 1925 and is based in Tokyo, Japan."
AGM,2272973568,United States,Financial Services,Credit Services,"Federal Agricultural Mortgage Corporation provides a secondary market for various loans made to borrowers in the United States. It operates through seven segments: Farm & Ranch, Corporate AgFinance, Power & Utilities, Broadband Infrastructure, Renewable Energy, Funding, and Investments. The Farm & Ranch segment includes the USDA Securities portfolio, Farm & Ranch loans, and AgVantage securities secured by Farm & Ranch loans. The Corporate AgFinance segment includes loans and AgVantage securities to larger and more complex farming operations, agribusinesses focused on food and fiber processing, and other supply chain production. The Power & Utilities segment includes loans to rural electric generation and transmission cooperatives and distribution cooperatives, as well as AgVantage securities secured by those types of loans. The Broadband Infrastructure segment includes loans to rural fiber, cable/broadband, tower, wireless, local exchange carrier, and data center projects. The Renewable Energy segment includes rural electric, solar, wind, and gas projects. The Funding segment includes debt issuance, hedging, asset/liability management, and capital allocation. The Investments segment includes an investment portfolio, which is held for liquidity purposes. The company is involved in a line of agricultural finance business, including purchasing and retaining eligible loans and securities; guaranteeing the payment of principal and interest on securities that represent interests in, or obligations secured by pools of eligible loans; servicing eligible loans; and issuing long-term standby purchase commitments for designated eligible loans. Federal Agricultural Mortgage Corporation was incorporated in 1987 and is headquartered in Washington, District Of Columbia."
0QHX.IL,2265766701,United Kingdom,Energy,Oil & Gas Drilling,"Odfjell Drilling Ltd. owns and operates mobile offshore drilling units primarily in Norway and Namibia. The company operates in two segments, Own Fleet and External Fleet. It offers management services to other owners of drilling units, such as operational management, regulatory requirements management, marketing, contract negotiations and client relations, and operation and mobilization preparation services. The company was founded in 1914 and is headquartered in Aberdeen, the United Kingdom. Odfjell Drilling Ltd. is a subsidiary of Odfjell Partners Holding Ltd."
CURY.L,2263075610,United Kingdom,Consumer Cyclical,Specialty Retail,"Currys plc operates as a omnichannel retailer of technology products and services in the United Kingdom, Ireland, Norway, Sweden, Finland, Denmark, Iceland, Greenland, and the Faroe Islands. The company offers consumer electronics and mobile technology products and services; iD Mobile, a mobile virtual network operator solution; and provides repair and insurance services. It sells its products through franchise and own stores operated under Currys and Elkjøp brand names, as well as through online channels. The company was formerly known as Dixons Carphone plc and changed its name to Currys plc in September 2021. Currys plc was founded in 1884 and is based in London, the United Kingdom."
CUB.NS,2255007634,India,Financial Services,Banks - Regional,"City Union Bank Limited provides various banking products and services in India. It operates in four segments: Treasury, Corporate/Wholesale Banking, Retail Banking, and Other Banking Operations. The company offers savings, current, staff salary, and resident foreign currency accounts; fixed, recurring, flexifix, desire, and income tax saver deposits; personal and agricultural gold, personal, consumer, home/housing, property, education, working capital, business, and foreign currency loans, as well as loan against property, gold-based overdraft, cash credits, bill finance, bank guarantee, and letter of credit; international business services, including export, import, fx retail, remittance, correspondent banking, and treasury risk management services; sovereign gold bond; debit, prepaid, and credit cards; NRI banking products and services; and insurance products comprising life, health, and general insurance products, as well as social security schemes. It also provides tech products and services, such as net/online and mobile banking; cash and wealth management; electronic fund transfer; green pins; wallet; point of sale; and automated teller machines, as well as demat, bill payment, GST and TAX payments, and digital signature services. In addition, the company offers payments to government, including online taxes and electricity bill payment; agri related information, academic, and kiosk services; and support services, such as safe deposit locker facilities, value added, 24/7 customer care, value added services, and account aggregator. The company was formerly known as The Kumbakonam City Union Bank Limited and changed its name to City Union Bank Limited in December 1987. City Union Bank Limited was incorporated in 1904 and is based in Kumbakonam, India."
NWBI,2253245696,United States,Financial Services,Banks - Regional,"Northwest Bancshares, Inc. operates as the bank holding company for Northwest Bank, a state-chartered savings bank that provides personal and commercial banking solutions in Pennsylvania, New York, Ohio, and Indiana in the United States. The company accepts various deposits, including checking, savings, money market deposit, term certificate, and individual retirement accounts. It also offers loan products comprising one-to-four-family residential real estate loans, shorter-term consumer loans, and loans collateralized by multi-family residential and commercial real estate, as well as commercial business loans; residential mortgage loans; home equity loans and lines of credit; commercial real estate loans; commercial loans and financing solutions; and other consumer loans, including auto refinance loans, indirect automobile and recreational loans, unsecured personal loans, credit card loans, and loans secured by investment accounts. In addition, the company offers investment and cash management; estate and trust services; digital and online banking; certificates of deposit; credit cards; student and small business loans; private banking, planning, and investments; retirement plans; liquidity management for commercial checking and savings; treasury and wealth management; insurance; employee benefit plans; and financial planning services. It serves individuals, businesses, and charitable institutions. Northwest Bancshares, Inc. was founded in 1896 and is headquartered in Columbus, Ohio."
9605.T,2246633537,Japan,Communication Services,Entertainment,"Toei Company, Ltd., a content company, engages in the production and distribution of movies, television (TV) shows, and other video products in Japan. The company produces and distributes theatrical films, TV programs, and educational videos; engages in the video licensing business; produces and sells CDs, DVDs, Blu-ray discs, and games; licenses character merchandising rights and copyrights of films and programs; manages theaters and cinema complexes; and runs character shows related to films and videos. It also produces, plans, and holds cultural events; operates TOEI Kyoto studio park and Kyoto film studio; and engages in the construction work and contract interior decoration activities, as well as online sales of products. In addition, the company engages in the rental of commercial buildings, office buildings, and condominiums; owns commercial complexes; and operates and manages hotels. Toei Company, Ltd. was incorporated in 1949 and is based in Tokyo, Japan."
SPSC,2245348864,United States,Technology,Software - Application,"SPS Commerce, Inc. provides cloud-based supply chain management solutions in the United States. It offers solutions through SPS Commerce, a cloud-based platform that connects retailers, brands, distributors, manufacturers, and logistics providers, handling the complexity of modern commerce operations. The company also provides Fulfillment, a comprehensive solution designed to streamline supply chain operation that sends and receives order data, ensuring accurate execution of required processes from order to invoicing and revenue recovery through fully automated operations; and Analytics product that simplifies managing sell-through data from customers business partners that handle data acquisition, cleansing, normalization, and delivery. In addition, it offers various complimentary products, such as assortment product, which simplifies the communication of robust, accurate item data by automatically translating item attributes, and hierarchies through single connection across all sales channels; and relationship management product that allows organizations to accelerate digitization of their supply chain and improve collaboration with suppliers through change management, onboarding programs, and supplier score carding. The company was formerly known as St. Paul Software, Inc. and changed its name to SPS Commerce, Inc. in May 2001. SPS Commerce, Inc. was incorporated in 1987 and is headquartered in Minneapolis, Minnesota."
DRVN,2245050624,United States,Consumer Cyclical,Auto & Truck Dealerships,"Driven Brands Holdings Inc., together with its subsidiaries, provides automotive services to retail and commercial customers in the United States and Canada. The company operates through Take 5, Franchise Brands, and Auto Glass Now segments. It offers various services, such as paint, collision, glass, repair, and oil change; maintenance services including differential fluid exchanges, coolant services and air and cabin filters; and auto glass and windshield replacement, repair, and calibration services. The company also distributes automotive parts, including radiators, air conditioning components, and exhaust products to automotive repair shops, auto parts stores, body shops, and other auto repair outlets. In addition, it provides training services to repair and maintenance, and paint and collision shops. It sells its products and services under the ABRA, CARSTAR, MAACO, Meineke Car Care Centers, PH Vitres D'Auto, Take 5 Oil Change, Auto Glass Now, Fix Auto, and 1-800-Radiator & A/C, Uniban, and Automotive Training Institute brand names. The company was founded in 1972 and is headquartered in Charlotte, North Carolina."
HUN,2244882176,United States,Basic Materials,Chemicals,"Huntsman Corporation manufactures and sells diversified organic chemical products worldwide. The company operates in three segments: Polyurethanes, Performance Products, and Advanced Materials. The Polyurethanes segment offers polyurethane chemicals, including methyl diphenyl diisocyanate, polyether and polyester polyols, and thermoplastic polyurethane; and aniline, benzene, nitrobenzene and other co-products. The Performance Products segment manufactures amines, such as polyetheramines, ethyleneamines, DGA Agent, JEFFCAT catalysts, and E-GRADE specialty amines and carbonates. The Advanced Materials segment offers epoxy, phenoxy, acrylic, polyurethane, and acrylonitrile-butadiene-based polymer formulations; and thermoset resins, curing and toughening agents, and carbon nanomaterials. The company provides pre-and post-sales technical service support to customers. Its products are used in a range of applications, including adhesives, aerospace, automotive, construction products, durable and non-durable consumer products, electronics, insulation, packaging, coatings and construction, power generation, and refining, as well as serves the elastomers, insulation, footwear, furniture, industrial, oil and gas, liquid natural gas transport, printed circuit boards, consumer, appliances, electrical power transmission and distribution, recreational sports equipment, food and beverage packaging, and medical appliances markets. It sells its products through a network of distributors and agents. The company was founded in 1970 and is headquartered in The Woodlands, Texas."
YSS,2241650432,United States,Industrials,Aerospace & Defense,"York Space Systems, Inc. operates as a space and defense prime providing a comprehensive suite of mission-critical solutions for national security, government and commercial customers in the United States. It provides space and defense primes with proprietary hardware and software capabilities designed to address customers' requirements across the elements of the space ecosystem throughout the mission lifecycle. The company also engages in the design, production, integration, and operation of spacecraft to manage spacecraft and constellations. It offers S-CLASS, LX-CLASS, and M-CLASS spacecraft, which are satellite platforms to a range of space market needs. In addition, the company provides software that enables versatile integration of a variety of payloads for customers and supply chain commonalities across platforms, as well as software-enabled services. The company was formerly known as Yellowstone Midco Holdings II, LLC and changed its name to York Space Systems, Inc. in January 2026. York Space Systems, Inc. was founded in 2012 and is based in Greenwood Village, Colorado."
RNW,2239815424,India,Utilities,Utilities - Renewable,"ReNew Energy Global Plc, together with its subsidiaries, engages in the generation of power through non-conventional and renewable energy sources in India. It operates through five segments: Wind Power, Solar Power, Hydro Power, Transmission Line, and Manufacturing segments. The company develops and owns utility scale wind and solar energy projects, corporate wind and solar energy projects, and utility-scale firm power projects. It also provides operation and maintenance services; consultancy services; and engineering, procurement, and construction services. As of May 31, 2025, the company operates a 18.46 GWs total capacity of clean energy portfolio. ReNew Energy Global Plc was founded in 2011 and is based in London, the United Kingdom."
RAMCOCEM.NS,2238796379,India,Basic Materials,Building Materials,"The Ramco Cements Limited manufactures and sells cement and construction Chemicals in India. The company offers blended cements and OPC products; ready mix concrete; and construction chemical products, including waterproofing compound, anchoring grout, micro concrete, bonding agent, plaster and putty, block fix, Tilefix, and Tilegrout. It also provides construction solutions for housing projects, apartments/institutions, public infrastructure projects, and industrial projects; and technical assistance and after-sales support to builders and customers. In addition, the company is involved in the generation and sale of electricity from windmills and thermal power plants; manpower supply; transportation of goods by road; and information technology services. It also sells its products to the Maldives and Myanmar through direct and merchant exports. The company was formerly known as Madras Cements Ltd. and changed its name to The Ramco Cements Limited in July 2013. The Ramco Cements Limited was incorporated in 1957 and is headquartered in Chennai, India."
NUVB,2235456768,United States,Healthcare,Biotechnology,"Nuvation Bio Inc., a clinical-stage biopharmaceutical company, focuses on developing product candidates for cancer treatment. The company's lead product candidate is IBTROZI (taletrectinib), a ROS1 inhibitor for the treatment of patients with ROS1+ non-small cell lung cancer. It is also developing Safusidenib, an inhibitor of mutant isocitrate dehydrogenase 1 in phase 3 clinical trials for the maintenance treatment of high-risk or high-grade IDH1-mutant astrocytoma with safusidenib against placebo. The company was founded in 2018 and is headquartered in New York, New York."
MNR,2233475328,United States,Energy,Oil & Gas E&P,"Mach Natural Resources LP, an independent upstream oil and gas company, focuses on the acquisition, development, and production of oil, natural gas, and natural gas liquids (NGL) reserves. The company owns a portfolio of midstream assets, as well as owns gathering systems, processing plants. and water infrastructure. It also operates proved developed producing (PDP) wells. The company has operations in Anadarko Basin region of Western Oklahoma, Southern Kansas and the panhandle of Texas; the San Juan Basin region of New Mexico and Colorado; and the Permian Basin region of West Texas. The company was incorporated in 2023 and is headquartered in Oklahoma City, Oklahoma."
PPTA,2231685888,United States,Basic Materials,Other Precious Metals & Mining,"Perpetua Resources Corp., a development-stage company, engages in the acquisition of mining properties in the United States. The company explores gold, silver, and antimony deposits. Its principal mineral project is the 100% owned Stibnite Gold project, which includes 1,674 unpatented lode claims, mill sites, and patented land holdings covering an area of approximately 11,526 hectares located in Valley County, Idaho. The company was formerly known as Midas Gold Corp. and changed its name to Perpetua Resources Corp. in February 2021. Perpetua Resources Corp. was founded in 2009 and is headquartered in Boise, Idaho."
QNT,2229901824,United States,Technology,Software - Application,"Quantinuum Inc. manufactures and develops quantum computing hardware and software in United States and Internationally. The company develops a quantum computing platform that offers solutions, such as hardware platforms, developer tools, application libraries, and solution-targeted intellectual property. Its integrated quantum computing platform combines quantum hardware systems and middleware with application software designed to make quantum computing deployable in real-world environments. The company was founded in 2021 and is based in Broomfield, Colorado."
7581.T,2228183111,Japan,Consumer Cyclical,Restaurants,"Saizeriya Co.,Ltd. operates restaurants in Japan, Australia, Indonesia and Asia. It operates Italian wine and cafe restaurants under the Saizeriya brand name. Saizeriya Co.,Ltd. was incorporated in 1973 and is headquartered in Yoshikawa, Japan."
IOVA,2228046848,United States,Healthcare,Biotechnology,"Iovance Biotherapeutics, Inc., a commercial-stage biopharmaceutical company, develops and commercializes cell therapies using autologous tumor infiltrating lymphocyte for the treatment of metastatic melanoma and other solid tumor cancers in the United States and internationally. The company offers Amtagvi, an individualized T cell therapy for solid tumor cancer and for the treatment of adult patients with previously treated advanced, or unresectable or metastatic melanomal; and Proleukin, an interleukin-2 product for the treatment of patients with metastatic melanoma and metastatic renal cell carcinoma. It also develops lifileucel for the treatment of melanoma, cervical cancer, non-small cell lung cancer (NSCLC), endometrial cancer, and head and neck squamous cell carcinoma (HNSCC); LN-145-S1 to treat melanoma and HNSCC; LN-145 Gen 3 and core biopsy for the treatment of NSCLC; LN-145 Gen 3 to treat melanoma and HNSCC; IOV-2001 to treat chronic lymphocytic leukemia and small lymphocytic lymphoma; IOV-4001 for the treatment of melanoma and NSCLC; and IOV-3001 for use in the TIL therapy treatment regimen. The company has collaborations and licensing agreements with National Institutes of Health; the National Cancer Institute; Cellectis S.A.; Novartis Pharma AG; and Boehringer Ingelheim Biopharmaceuticals GmbH. The company was formerly known as Lion Biotechnologies, Inc. and changed its name to Iovance Biotherapeutics, Inc. in June 2017. Iovance Biotherapeutics, Inc. was incorporated in 2007 and is headquartered in San Carlos, California."
SLS,2225880576,United States,Healthcare,Biotechnology,"SELLAS Life Sciences Group, Inc., a late-stage clinical biopharmaceutical company, focuses on the development of novel therapeutics for various cancer indications in the United States. The company's lead product candidate is galinpepimut-S (GPS), a peptide immunotherapy directed against the Wilms tumor 1, antigen; and SLS009 (tambiciclib), a selective small molecule cyclin-dependent kinase 9, or CDK9, inhibitor. It has a strategic collaboration with Merck & Co., Inc. to evaluate GPS as it is administered in combination with PD1 blocker pembrolizumab in a Phase 1/2 clinical trial enrolling patients in up to five cancer indications, including hematologic malignancies and solid tumors; GenFleet Therapeutics (Shanghai), Inc. for the development and commercialization of GFH009; and Memorial Sloan Kettering Cancer Center for developing and commercializing MSK's WT1 peptide vaccine technology. SELLAS Life Sciences Group, Inc. is headquartered in New York, New York."
LC,2215891200,United States,Financial Services,Banks - Regional,"LendingClub Corporation, operates as a bank holding company, that provides range of financial products and services in the United States. It offers deposit products, including savings accounts, checking accounts, and certificates of deposit; patient and education finance loans; and commercial loans, including small business loans. The company also provides consumer loans, such as Unsecured and unsecured, fixed-rate, and fixed-term consumer loans; and secured auto refinance loans. In addition, it operates a lending marketplace platform. The company was incorporated in 2006 and is headquartered in San Francisco, California."
OFG,2214685952,United States,Financial Services,Banks - Regional,"OFG Bancorp, a financial holding company, provides a range of banking and financial services in the United States. It operates through three segments: Banking, Wealth Management, and Treasury. The company offers savings accounts, certificates of deposit, individual retirement accounts personal, and commercial non-interest and interest-bearing checking accounts; time deposit products; and corporate trust services. It also provides commercial loans, auto loans, mortgage loans, as well as consumer loans, such as personal loans, residential solar panel loans, credit cards, lines of credit, and other loans; mortgage banking services; sale of loans and securitization activities; wealth management activities comprising securities brokerage, insurance agency, captive reinsurance, trust services, and other financial services; and various investment alternatives, such as tax-advantaged fixed income securities, mutual funds, stocks, and bonds to retail and institutional clients. In addition, the company's portfolio consists of mortgage-backed securities, obligations of U.S. government-sponsored agencies, U.S. Treasury securities, and money market instruments; and engages in the asset/liability management activities, such as purchases and sales of investment securities, interest rate risk management, derivatives, and borrowings. The company was founded in 1964 and is headquartered in San Juan, Puerto Rico."
8410.T,2214452603,Japan,Financial Services,Banks - Regional,"Seven Bank, Ltd. provides various banking products and services to individual and corporate customers in Japan and internationally. The company offers account services, including deposits, post payment, financial product intermediary, loan, and debit services; ATM services, such as cash inflows and outflows, top-up transactions, account opening and information change services, information services for ATM transactions, and Mynaportal information sharing services; and credit card and electronic money services. It also provides back-office support services, as well as identity verification and fraud detection services. The company was incorporated in 2001 and is headquartered in Tokyo, Japan."
COAG,2209633024,United States,Healthcare,Biotechnology,"Hemab Therapeutics Holdings, Inc. operates as a clinical-stage biotechnology company developing therapies that reimagine the treatment of blood coagulation disorders to sustain life and human resilience in United States of America and Denmark. Its products includes (HMB-001), is a bispecific antibody currently in Phase 1/2 clinical development for the prophylactic treatment of Glanzmann thrombasthenia and Phase 2 clinical development for the prophylactic treatment of Factor VII deficiency; and second clinical-stage asset, HMB-002, is a monovalent antibody in Phase 1/2 clinical development for the subcutaneous prophylactic treatment of Von Willebrand disease. It also advances multiple preclinical and discovery-stage assets. The company was founded in 2020 and is based in Cambridge, Massachusetts."
4681.T,2205521822,Japan,Consumer Cyclical,Resorts & Casinos,"Resorttrust, Inc. engages in the hotel and restaurant business in Japan. It operates through three segments: Membership business, Hotel and Restaurant business, and medical business. The company sells hotel memberships, money lending to members, as well as constructing member-only hotels. It also operates 42 resort hotels and city hotels in Japan and 1 in Hawaii, as well as 14 golf courses in Japan. In addition, the company provides hotel cleaning services, insurance agency services, and sells hair accessories and other products. Further, it offers medical memberships, medical equipment rental, management services, medical consulting services, home care services, etc. The company was incorporated in 1973 and is headquartered in Nagoya, Japan."
7984.T,2203428192,Japan,Industrials,Business Equipment & Supplies,"Kokuyo Co., Ltd., together with its subsidiaries, manufactures, purchases, and sells office furniture products in Japan and internationally. The company operates in four segments: Furniture Business, Business Supply Distribution Business, Stationery Business, and Interior Retail Business. It offers office and public furniture, office supplies, stationery, and rear and household goods. The company also engages in wholesale, delivery, and assembly of interior and furniture; notebooks, writing instruments, and art supplies, with the Campus brand; procures and sells interior and lifestyle goods, operating instores and e-commerce stores; work style consulting; proposal and support system for stationery and office supplies; development and sale of creative picture book series and tools for creativity; and document digitization services, as well as spatial design and construction for offices, medical and educational institutions, public offices, and agencies. In addition, it is involved in the transportation and storage of products; sale of paper products; provision of outsourcing services for general affairs and other administrative tasks; furniture and building materials installation; procurement and leasing of office equipment; mail order sales of office supplies; and non-life insurance agency business. The company was formerly known as Kuroda Kokkodo Co., Ltd. and changed its name to Kokuyo Co., Ltd. in January 1961. Kokuyo Co., Ltd. was founded in 1905 and is headquartered in Kita, Japan."
KIOCL.NS,2195223309,India,Basic Materials,Steel,"KIOCL Limited engages in the iron ore mining, beneficiation, and production of pellets in India and internationally. The company operates through two segments, Pellet and Pig Iron. It produces and sells iron ore pellets, pig iron, and iron ore fines. The company also provides operation and maintenance services, as well as mineral exploration services. It serves steel and metallurgy, automotive and transportation, mining and mineral resources, infrastructure and construction, and energy and power industries. The company was formerly known as Kudremukh Iron Ore Company Limited. KIOCL Limited was incorporated in 1976 and is headquartered in Bengaluru, India."
